gene,a_i,b_i,c_i,d_i,e_i
Clic1,0.37521347,0.14987412,0.16078785,0.28571627,0.028408289
Ddah2,0.09455222,0.23289642,0.2513285,0.39105138,0.030171514
Mpig6b,0.8176069,0.047557924,0.047087345,0.06278693,0.024960816
Abhd16a,0.14585814,0.28726706,0.26094326,0.2934266,0.012504935
Ly6g5b,0.4114951,0.17280643,0.14769994,0.20825668,0.059741855
Csnk2b,0.27922904,0.21382806,0.22596379,0.23695862,0.044020474
Gpank1,0.20088106,0.13302325,0.26670974,0.36066648,0.038719416
Gm20522,0.14196701,0.2267978,0.28010857,0.31251746,0.038609147
D17H6S53E,0.35407922,0.09323356,0.24157597,0.25019813,0.060913146
Bag6,0.5110652,0.15146066,0.1666169,0.15567182,0.015185416
Prrc2a,0.1527715,0.22377662,0.25589365,0.36062568,0.0069325566
Aif1,0.21035688,0.16832179,0.26769042,0.34065452,0.012976408
Lst1,0.18195228,0.2000271,0.2846524,0.3117329,0.021635294
Ltb,0.16033831,0.14427797,0.28114557,0.38085023,0.0333879
Tnf,0.051197413,0.22908387,0.3376415,0.37046084,0.011616349
Lta,0.17628467,0.22063231,0.23042794,0.35552216,0.017132938
Nfkbil1,0.17730498,0.1761222,0.30639136,0.3205013,0.019680142
Gm16181,0.13620676,0.2961215,0.24979137,0.2997896,0.018090725
Atp6v1g2,0.3012655,0.16459176,0.22341825,0.28578204,0.024942458
Ddx39b,0.54605573,0.121241055,0.14420727,0.16100106,0.027494907
H2-D1,0.13883422,0.16081154,0.29401052,0.37393692,0.032406807
H2-Q1,0.6634405,0.11727439,0.11120702,0.09066275,0.017415285
H2-Q2,0.38194662,0.16341357,0.18140595,0.24729192,0.025941908
Gm11131,0.21919176,0.20688905,0.23889033,0.31928927,0.01573956
H2-Q4,0.31395674,0.17155544,0.21494837,0.29282832,0.0067111254
H2-Q6,0.6766123,0.13163392,0.09771113,0.08602494,0.008017659
H2-Q7,0.11739189,0.14339733,0.33206257,0.3955698,0.011578441
H2-Q10,0.3139747,0.15427893,0.2338173,0.2709309,0.026998162
Pou5f1,0.14267449,0.1733537,0.27988514,0.3909177,0.01316905
Tcf19,0.43852773,0.1412235,0.17096932,0.21871752,0.030561924
Cchcr1,0.61929023,0.110202685,0.09312925,0.11657236,0.06080544
Vars2,0.14789109,0.16758864,0.28985482,0.37111193,0.02355355
Gtf2h4,0.40117002,0.14236677,0.20224692,0.24967135,0.0045449734
Ddr1,0.057268303,0.13754748,0.32447004,0.44244823,0.038265944
Gm20442,0.08639222,0.15601416,0.35281655,0.3545914,0.05018568
Ier3,0.15863487,0.190202,0.25934285,0.36606914,0.025751173
Flot1,0.102035224,0.17643762,0.27460533,0.41937077,0.027551055
Tubb5,0.10036475,0.18581934,0.2958454,0.41153505,0.0064355135
Mdc1,0.005706774,0.21563475,0.26477158,0.49966323,0.014223695
Ppp1r18os,0.103114486,0.119093515,0.2952036,0.452397,0.030191422
Nrm,0.24158116,0.13891412,0.26733965,0.32023904,0.031926036
Ppp1r18,0.5592629,0.11483334,0.14575142,0.16833594,0.011816382
Dhx16,0.3302874,0.19070609,0.18953298,0.25501782,0.034455717
2310061I04Rik,0.8062525,0.09099252,0.055216867,0.046171222,0.0013669133
Gm16279,0.1424952,0.15993579,0.25301462,0.40196726,0.04258716
Atat1,0.6774432,0.09830878,0.12560168,0.09648074,0.002165556
Mrps18b,0.09093813,0.20982236,0.2668855,0.38900658,0.043347478
Ppp1r10,0.090676896,0.14851886,0.30676934,0.44132984,0.012705088
Abcf1,0.17399248,0.18113095,0.24498025,0.3947308,0.0051655173
Prr3,0.039739795,0.20653407,0.29287276,0.43065238,0.030200958
Gnl1,0.23170091,0.15640453,0.27205926,0.33713958,0.0026956797
A930015D03Rik,0.060335815,0.1622797,0.32070196,0.445608,0.011074543
H2-T24,0.07606201,0.18247902,0.3067065,0.41507855,0.019673944
H2-T23,0.07499614,0.23734505,0.2980276,0.37055436,0.019076824
H2-T22,0.8484935,0.032944385,0.054202866,0.060872935,0.0034863353
Gm6034,0.83354264,0.077846564,0.02103194,0.04142176,0.026157081
Gm19684,0.17997684,0.24772656,0.25687933,0.27901044,0.036406875
Gm8909,0.14927083,0.17143013,0.26976192,0.39030555,0.019231558
Rpp21,0.40562233,0.17990232,0.17388129,0.20947649,0.031117558
Trim39,0.2577418,0.22700715,0.20099361,0.27786583,0.036391616
Trim26,0.20688504,0.12585552,0.2611749,0.35572276,0.050361753
Rnf39,0.58182937,0.11393007,0.1390912,0.14219214,0.022957265
Ppp1r11,0.45517838,0.105668835,0.18791041,0.22718926,0.024053156
Znrd1,0.39677408,0.14923473,0.17667224,0.23370211,0.04361683
Znrd1as,0.08408307,0.21957624,0.31142488,0.3798774,0.00503844
Gabbr1,0.038675927,0.19622387,0.31469285,0.43804452,0.012362838
H2-M3,0.22508363,0.20131157,0.24491894,0.31846276,0.01022315
Gm26917,0.11810654,0.23267083,0.278617,0.36909443,0.0015112162
Gm42418,0.252734,0.20184663,0.23036727,0.3018034,0.013248682
AY036118,0.081347816,0.22842933,0.2754245,0.40618414,0.008614242
9130008F23Rik,0.34752953,0.16413486,0.20174412,0.28023097,0.006360531
Cenpq,0.16166255,0.16464041,0.26326472,0.37786356,0.032568812
Mmut,0.15288298,0.19622876,0.32305014,0.30348432,0.024353802
Cd2ap,0.5514397,0.12296177,0.13627122,0.1608131,0.028514206
Tnfrsf21,0.51528734,0.17858848,0.13817061,0.14009535,0.027858257
Tdrd6,0.31560448,0.14242338,0.24284823,0.27553302,0.023590922
Slc25a27,0.15153114,0.1595243,0.2964302,0.37958175,0.012932599
Cyp39a1,0.12626454,0.2433806,0.26008847,0.36003184,0.010234535
Enpp5,0.10034587,0.16438092,0.31676358,0.41658586,0.0019237399
Enpp4,0.14404231,0.18958338,0.28479838,0.36922634,0.012349606
Clic5,0.1711623,0.113802776,0.30959633,0.40366626,0.0017722845
Runx2,0.16832449,0.18580076,0.2504415,0.37204638,0.023386836
Runx2os2,0.24376541,0.19083638,0.21336848,0.32217696,0.029852748
Runx2os1,0.52224106,0.17254753,0.13729507,0.15145916,0.0164572
Supt3,0.21456155,0.16491267,0.2788571,0.32798135,0.013687313
Cdc5l,0.63535655,0.14811172,0.10946936,0.09464396,0.012418449
B230354K17Rik,0.121588826,0.14325984,0.29803157,0.42047405,0.01664573
Spats1,0.09861467,0.22166388,0.30377966,0.36397704,0.011964679
Aars2,0.42227745,0.11430201,0.19716695,0.24217011,0.024083495
Tmem151b,0.10093464,0.18512724,0.31354296,0.3757497,0.024645448
Nfkbie,0.16584246,0.19076584,0.26993042,0.3648647,0.0085965395
Slc35b2,0.54826427,0.11059798,0.15878156,0.1603294,0.022026837
Hsp90ab1,0.18441856,0.18656357,0.26004854,0.33988002,0.029089332
Slc29a1,0.19522978,0.1617902,0.2839138,0.32383278,0.035233498
Gm17080,0.51928234,0.16347277,0.13154489,0.16121134,0.024488688
Tmem63b,0.07747692,0.16512913,0.2949863,0.43548042,0.026927233
Mrpl14,0.26608476,0.16009933,0.2547861,0.27427232,0.044757485
Vegfa,0.32423067,0.25563154,0.20341824,0.20720163,0.009517908
Mrps18a,0.28679058,0.15741083,0.20580946,0.3267929,0.02319622
Rsph9,0.30817354,0.17238542,0.20430586,0.30206126,0.013073921
Mad2l1bp,0.259458,0.17532706,0.24229407,0.2636611,0.059259772
Gtpbp2,0.104809426,0.22031131,0.28132105,0.37661293,0.016945243
Polh,0.86017734,0.055015076,0.026382571,0.041049182,0.017375827
Xpo5,0.14792565,0.23277162,0.27281433,0.3191528,0.027335644
Polr1c,0.11174883,0.2092325,0.30383274,0.3458505,0.029335499
Yipf3,0.21536668,0.21833943,0.2314948,0.3016627,0.033136368
Lrrc73,0.06840916,0.19838713,0.3300488,0.39670056,0.0064543486
Tjap1,0.47742575,0.09908153,0.21773796,0.20353289,0.0022218823
Abcc10,0.25056884,0.23842676,0.20612784,0.27428082,0.03059578
Zfp318,0.118639745,0.22507727,0.27424145,0.35956123,0.022480369
Ttbk1,0.122709036,0.20957188,0.27937993,0.3799026,0.008436561
Dnph1,0.31845403,0.14966679,0.21715868,0.27644575,0.038274765
Cul9,0.11398484,0.20898695,0.29662663,0.37247664,0.007924974
Srf,0.29160663,0.17935339,0.21889505,0.2816557,0.028489232
Klc4,0.077365525,0.16682447,0.3251265,0.39893416,0.031749368
Mrpl2,0.21464682,0.1807824,0.26705506,0.3213097,0.016206026
Cul7,0.1579859,0.18412907,0.2550649,0.3738498,0.028970301
Rrp36,0.39286333,0.15505278,0.1981594,0.23415396,0.019770503
Klhdc3,0.091950595,0.17699754,0.3309523,0.3678227,0.03227687
Mea1,0.09431719,0.2041481,0.2799293,0.405108,0.016497374
Ppp2r5d,0.5527015,0.1458768,0.11466086,0.14040175,0.04635918
Pex6,0.2664453,0.20121914,0.19060092,0.31678876,0.024945855
Cnpy3,0.37380135,0.1313669,0.19322453,0.26917574,0.032431483
Ptcra,0.2272339,0.183307,0.23481913,0.30493832,0.04970163
2310039H08Rik,0.21602885,0.18172507,0.24750482,0.32099345,0.033747792
Rpl7l1,0.7757925,0.09838202,0.058962543,0.059962094,0.0069009066
Bicral,0.27033707,0.20300251,0.21945618,0.2931296,0.014074683
Tbcc,0.79649353,0.05584645,0.07011835,0.06637261,0.011169016
Ubr2,0.13854373,0.17112924,0.29119647,0.38001636,0.019114256
Trerf1,0.276423,0.25823393,0.2041867,0.24773848,0.0134179
Mrps10,0.5202552,0.13570923,0.1603113,0.1604236,0.023300648
Guca1a,0.22220321,0.19606698,0.23551732,0.3176175,0.02859497
Taf8,0.1375729,0.15701947,0.31366342,0.3351112,0.056632996
Ccnd3,0.15511782,0.20025837,0.25877324,0.36556858,0.02028197
Bysl,0.27709407,0.19241805,0.2268911,0.2635809,0.040015936
Med20,0.37689832,0.17356896,0.18760462,0.23058143,0.03134668
Usp49,0.80727875,0.04449288,0.08789556,0.048844907,0.011487842
Tomm6,0.1924989,0.20618005,0.25317094,0.3139429,0.034207225
Prickle4,0.14309412,0.23953897,0.25420222,0.35895878,0.0042058825
Frs3,0.18105859,0.15661383,0.28987846,0.35388726,0.0185619
Tfeb,0.1243514,0.21426728,0.3165004,0.33503455,0.009846389
Foxp4,0.14008184,0.117924415,0.31720242,0.42393586,0.00085544586
Treml2,0.2149661,0.21864778,0.24171829,0.2950556,0.029612184
Nfya,0.14186834,0.16250917,0.2828451,0.36633873,0.046438694
Oard1,0.2624954,0.17591417,0.23639138,0.2960075,0.029191554
Apobec2,0.09749928,0.27651584,0.28771853,0.3086525,0.029613853
Unc5cl,0.6831011,0.115997724,0.10952946,0.089249276,0.0021224618
Mocs1,0.4125408,0.16264139,0.19311385,0.18653001,0.045173943
Rftn1,0.24190928,0.18442185,0.25491765,0.29300383,0.025747418
Plcl2,0.18425386,0.1354605,0.26459694,0.36789668,0.047792017
Tbc1d5,0.43077433,0.20121652,0.159094,0.17058831,0.0383268
Satb1,0.19115905,0.21599713,0.24325319,0.3247701,0.024820566
Gm19585,0.107035875,0.24571785,0.27076927,0.35963613,0.016840875
Rab5a,0.22544587,0.23017246,0.22929075,0.2896701,0.025420785
Gm49915,0.47796705,0.1414036,0.13768625,0.19312109,0.049822032
Pp2d1,0.11569729,0.19702217,0.31324387,0.3659618,0.00807488
Kat2b,0.08463273,0.16180126,0.31411532,0.38418177,0.055268884
Sgo1,0.125124,0.18028548,0.3004044,0.38826942,0.0059167147
Pot1b,0.106565185,0.2375376,0.23826116,0.3906646,0.02697146
Zfp119a,0.15764819,0.18787348,0.2805047,0.32259846,0.05137515
Zfp959,0.17905279,0.21500584,0.26098597,0.30948603,0.035469353
Zfp119b,0.07110644,0.21446994,0.2898404,0.386347,0.0382362
Ebi3,0.11839066,0.20428865,0.3179848,0.33601594,0.02331996
Gm16712,0.20050395,0.20839511,0.27890843,0.31169143,0.00050103664
Yju2,0.13205417,0.1506325,0.32350037,0.38186625,0.011946797
Shd,0.15148556,0.20579599,0.26799265,0.3542538,0.02047205
Mpnd,0.8108125,0.10683408,0.0401573,0.039936997,0.0022591352
Sh3gl1,0.17854723,0.26959696,0.24614835,0.27966404,0.026043415
Chaf1a,0.38073888,0.19799031,0.15164687,0.22774802,0.0418759
Ubxn6,0.08793491,0.16366106,0.3189215,0.41694823,0.012534261
Hdgfl2,0.20075585,0.22182514,0.2769739,0.29027712,0.010167956
Sema6b,0.22827719,0.21052262,0.25229904,0.28120136,0.027699828
Tnfaip8l1,0.41824773,0.1965487,0.13501479,0.2056681,0.044520736
Mydgf,0.12588711,0.17006059,0.25484735,0.4457637,0.0034412146
Dpp9,0.17634836,0.153094,0.27576122,0.35649422,0.038302183
Fem1a,0.3805496,0.14236851,0.19391479,0.24778873,0.035378397
Ticam1,0.48661456,0.12572394,0.14926164,0.19908714,0.03931272
Plin3,0.20732205,0.22961204,0.23305848,0.3205246,0.009482861
Uhrf1,0.15335086,0.17849432,0.28220722,0.35119155,0.034756064
Kdm4b,0.83575654,0.010778312,0.05635208,0.08912397,0.007989109
Ptprs,0.14599967,0.19116592,0.27947965,0.35647836,0.02687645
Gm20219,0.7336359,0.10009641,0.07721209,0.08526399,0.0037916303
Safb2,0.08071274,0.19858517,0.30195057,0.40949932,0.009252191
Safb,0.188857,0.18926947,0.22782883,0.3581727,0.035871983
Micos13,0.30929574,0.20614913,0.21421975,0.23235643,0.037978947
Rpl36,0.22759421,0.19924381,0.2503078,0.290382,0.032472134
Lonp1,0.097425066,0.23629057,0.24866568,0.38467553,0.03294313
Ranbp3,0.7725189,0.0738612,0.06862521,0.0737465,0.011248231
Vmac,0.15689468,0.18804747,0.2828132,0.36896986,0.0032747984
Ndufa11,0.35984161,0.19429608,0.19782901,0.22938378,0.018649518
Nrtn,0.6825462,0.106101796,0.089906275,0.08436951,0.037076235
Dus3l,0.06396737,0.1716508,0.33971658,0.4030633,0.021601915
Prr22,0.3074184,0.15786819,0.21270789,0.2999706,0.022034883
Rfx2,0.077859655,0.17621623,0.34118712,0.4042559,0.0004811287
Mllt1,0.7059235,0.120707296,0.062970944,0.08819761,0.022200704
Clpp,0.1947315,0.2331158,0.24745694,0.32017976,0.004515946
Alkbh7,0.31400168,0.20403026,0.22600444,0.2376828,0.018280804
Gtf2f1,0.12858616,0.1285236,0.298346,0.41029924,0.034244955
Gm17949,0.10167757,0.23026498,0.30485636,0.34507167,0.018129408
Khsrp,0.15816829,0.1713989,0.26582676,0.39626747,0.008338571
Slc25a23,0.22616369,0.2243639,0.2136837,0.3173798,0.018408895
Crb3,0.28535435,0.21243738,0.21278305,0.25898927,0.03043598
Dennd1c,0.1259385,0.26589635,0.25495842,0.35127118,0.0019356012
Tubb4a,0.27877784,0.18089138,0.22526571,0.2984808,0.016584218
Gm11110,0.09749711,0.20662004,0.2761477,0.38847628,0.03125894
Tnfsf9,0.38807446,0.19567063,0.19256108,0.18356788,0.040125906
Cd70,0.17999853,0.21025659,0.29230964,0.29675385,0.020681381
Tnfsf14,0.8197578,0.089608945,0.042666778,0.044589143,0.0033772588
Gpr108,0.13072489,0.1579568,0.30391583,0.40529862,0.0021039248
Trip10,0.09632485,0.16168821,0.34752882,0.37710384,0.01735425
Vav1,0.30276212,0.19479465,0.22701235,0.24845926,0.026971579
Adgre1,0.19133002,0.24813254,0.23638155,0.3084806,0.015675306
Nudt12,0.20804048,0.17833646,0.2503215,0.33353686,0.029764712
Fbxl17,0.1389695,0.18993963,0.2724131,0.3797496,0.01892817
4930405O22Rik,0.28698182,0.13833189,0.23809297,0.29353344,0.043059886
Fer,0.081197664,0.24733917,0.30786896,0.360462,0.0031321645
Pja2,0.075366676,0.21226475,0.3015237,0.4013286,0.009516358
Man2a1,0.1054112,0.22799568,0.25947848,0.40107915,0.006035447
Vapa,0.17885786,0.11305678,0.29619715,0.39377967,0.018108606
Rab31,0.13286668,0.19748895,0.2718202,0.36594495,0.031879187
Ppp4r1,0.07638186,0.22038037,0.27563503,0.40529358,0.022309184
Ralbp1,0.26124942,0.15836525,0.24387684,0.30040497,0.036103547
Gm49871,0.14071807,0.17414099,0.28229898,0.37373984,0.029102087
Twsg1,0.21909662,0.19054584,0.27954996,0.28829873,0.02250886
Ankrd12,0.41323876,0.128389,0.19468482,0.26079738,0.0028900504
Ndufv2,0.2825325,0.20226637,0.22163022,0.27210116,0.021469712
Washc1,0.30820706,0.18103237,0.21497643,0.27416745,0.021616697
Ddx11,0.43885761,0.14608529,0.20938677,0.20148662,0.00418365
Rab12,0.05956216,0.21979854,0.31249624,0.3831725,0.024970531
Ptprm,0.6964699,0.105461895,0.083430536,0.10192062,0.012717068
Gm49894,0.05052504,0.17093858,0.3106993,0.46339914,0.0044379234
Zbtb14,0.11663971,0.17274347,0.3051968,0.36727613,0.038143933
A930029G22Rik,0.26806533,0.182117,0.2874375,0.2616712,0.00070899725
C030034I22Rik,0.15939264,0.12692979,0.30162442,0.38117966,0.030873537
Gm20703,0.06305538,0.20577851,0.29788178,0.4187871,0.01449728
Tgif1,0.3194512,0.18996978,0.20224503,0.27466592,0.01366806
Gm26510,0.1627702,0.2222371,0.26871884,0.3279086,0.018365264
Myl12b,0.07242847,0.21809943,0.28308794,0.41525823,0.011125922
Myl12a,0.6242978,0.16992342,0.060141113,0.090445384,0.05519229
Myom1,0.051037543,0.168706,0.3215541,0.4381488,0.02055353
Lpin2,0.19566523,0.18598278,0.26113883,0.30376458,0.053448558
Emilin2,0.27570754,0.2100775,0.21840379,0.26440135,0.03140986
Gm4566,0.032786794,0.22044493,0.34032473,0.37818998,0.028253555
Smchd1,0.530289,0.11167673,0.15575431,0.17775725,0.024522662
Gm4707,0.110438496,0.12450322,0.28649834,0.45225742,0.026302576
Ndc80,0.21236746,0.17714097,0.2782405,0.32133326,0.010917783
Trmt61b,0.14640927,0.17904077,0.29160303,0.37631625,0.006630659
Wdr43,0.7245529,0.074582286,0.09680054,0.086461164,0.01760304
Ypel5,0.085538656,0.18558988,0.28792396,0.42758298,0.013364553
Lbh,0.22250174,0.24563022,0.24580738,0.270242,0.015818715
Lclat1,0.122935325,0.18315089,0.2859731,0.40424925,0.0036914349
E330032C10Rik,0.084426954,0.15644565,0.30748442,0.4301783,0.021464705
Galnt14,0.06732492,0.2168568,0.31343168,0.3906268,0.011759818
Ehd3,0.10908782,0.17848194,0.30463874,0.40256408,0.0052274466
Xdh,0.31144398,0.15169993,0.236886,0.2796218,0.02034831
Memo1,0.047779556,0.13815469,0.3295497,0.4554654,0.029050589
Dpy30,0.56126666,0.17638305,0.1414131,0.100648485,0.020288765
Spast,0.15689288,0.20035836,0.29507104,0.31677797,0.030899763
Slc30a6,0.15202965,0.14624296,0.3196418,0.38149178,0.0005937815
Yipf4,0.12778996,0.2182737,0.27634642,0.33629003,0.04129994
Birc6,0.071068674,0.23389027,0.2992744,0.37865996,0.017106652
Gm26749,0.7525046,0.083951026,0.077198476,0.07988672,0.0064591765
Ttc27,0.11715389,0.12357209,0.28519934,0.442752,0.031322658
Fam98a,0.44789967,0.1557425,0.15941052,0.21866535,0.018281937
Crim1,0.11322131,0.21401806,0.28700495,0.37196168,0.013793945
Fez2,0.21745318,0.19185756,0.28990588,0.26856947,0.032213926
Strn,0.12580878,0.20986511,0.29414123,0.3616016,0.008583307
Heatr5b,0.5400106,0.13984507,0.1430472,0.14970817,0.02738899
Gpatch11,0.13866597,0.19846952,0.2963317,0.35340983,0.013122976
Eif2ak2,0.36938107,0.21909812,0.1837557,0.19653755,0.031227589
Cebpzos,0.31685492,0.14101137,0.23887365,0.23279585,0.070464194
Cebpz,0.07312223,0.26374874,0.2801989,0.3749832,0.007946968
Ndufaf7,0.21101865,0.13329518,0.26294672,0.37044322,0.02229619
Prkd3,0.045027502,0.17389153,0.35478786,0.38376126,0.042531848
Qpct,0.21941848,0.2130471,0.20067617,0.35679057,0.010067701
Cdc42ep3,0.2990965,0.1899003,0.21529225,0.26999095,0.02572
Rmdn2,0.188181,0.18063636,0.28578496,0.34457943,0.00081825256
Atl2,0.1094063,0.25213438,0.26684326,0.36743537,0.00418067
Hnrnpll,0.77568245,0.036380563,0.07952088,0.10572927,0.0026867986
Galm,0.22672331,0.19800201,0.2521157,0.32223687,0.00092208385
Srsf7,0.8346616,0.059630096,0.055869892,0.041438043,0.008400381
Ttc39d,0.4595096,0.12525098,0.18133897,0.19651365,0.037386775
Gemin6,0.13881332,0.14702983,0.259493,0.4263684,0.028295517
Dhx57,0.43808594,0.17221789,0.15663204,0.22078651,0.012277663
Gm50087,0.2997996,0.20479113,0.22528331,0.25587666,0.014249265
Morn2,0.10398249,0.22918153,0.32093003,0.32922235,0.016683578
Arhgef33,0.14954698,0.202499,0.2773556,0.35234687,0.018251538
Gm10190,0.11017541,0.19200708,0.26720285,0.41599056,0.014624119
Sos1,0.13720578,0.24085587,0.25111207,0.35965064,0.0111756325
Cdkl4,0.28551564,0.16630827,0.23147964,0.24572855,0.07096791
Map4k3,0.2306175,0.18202868,0.27912548,0.28484938,0.023378968
Thumpd2,0.07630555,0.24720836,0.285878,0.37377042,0.016837656
Pkdcc,0.08135177,0.23087114,0.27997845,0.3671562,0.04064244
Eml4,0.085934654,0.25352192,0.2658604,0.39045483,0.0042281747
Cox7a2l,0.1559392,0.2080961,0.2730033,0.3359127,0.027048707
Kcng3,0.16727555,0.17165543,0.26425397,0.35721773,0.039597332
Mta3,0.06865732,0.19167069,0.29266137,0.43821514,0.0087955
Haao,0.09800473,0.20276393,0.26761076,0.4195582,0.01206243
C430042M11Rik,0.276927,0.12772271,0.2591089,0.30558202,0.030659318
Gm35551,0.12679467,0.14891171,0.30232668,0.421422,0.00054490566
Zfp36l2,0.1338333,0.15939473,0.29718915,0.40840533,0.0011775494
Gm36279,0.07023641,0.20323056,0.30405736,0.39939317,0.023082495
Thada,0.1610527,0.18474546,0.29260665,0.35557312,0.006022036
Dync2li1,0.16100402,0.13510102,0.3176436,0.38596213,0.00028920174
Lrpprc,0.18769303,0.1854791,0.25694096,0.3399539,0.029932976
1110020A21Rik,0.06927189,0.21276455,0.3123752,0.3902399,0.015348494
Ppm1b,0.27035317,0.21763773,0.2038296,0.28103343,0.027146101
Prepl,0.062358934,0.19400603,0.2940851,0.4231279,0.026422024
Camkmt,0.13933517,0.17183693,0.30201873,0.3641386,0.022670567
Six3,0.062036395,0.18511783,0.29175356,0.42309684,0.037995398
Srbd1,0.033172734,0.22698131,0.29364502,0.4337672,0.012433767
Prkce,0.27982822,0.20014806,0.20524435,0.28413066,0.030648708
Gm10309,0.04134103,0.15448119,0.34723464,0.4474837,0.009459496
Epas1,0.111792654,0.22822182,0.27270526,0.3699747,0.017305613
Gm29168,0.1309538,0.23406295,0.25745538,0.35002458,0.027503252
Rhoq,0.1872478,0.16854315,0.29053172,0.31785634,0.03582096
Gm50012,0.109281994,0.19591041,0.3160074,0.3672183,0.011581898
Pigf,0.25443655,0.20819311,0.24905296,0.25209555,0.03622186
Cript,0.17248043,0.19853091,0.26701277,0.35321492,0.008760989
Socs5,0.1941177,0.25299764,0.25562885,0.28550613,0.011749685
Mcfd2,0.54795396,0.15582201,0.13521516,0.15309298,0.007915854
4833418N02Rik,0.10132858,0.18086056,0.32252562,0.37240407,0.02288115
Ttc7,0.47088122,0.19416213,0.13127916,0.18234679,0.021330714
Calm2,0.19776349,0.24491921,0.24430458,0.2840131,0.028999627
Epcam,0.10344954,0.15666296,0.28346395,0.4213885,0.035035014
Msh2,0.35378107,0.15454017,0.16884583,0.26235288,0.06048006
Kcnk12,0.8374939,0.05330451,0.04789044,0.04625623,0.015054941
Msh6,0.18751308,0.20744742,0.2734649,0.30555722,0.026017308
Fbxo11,0.3162209,0.14510038,0.22082895,0.2595019,0.05834782
Foxn2,0.13976456,0.20257585,0.27780765,0.35344824,0.026403666
Ppp1r21,0.8430592,0.05067544,0.04867003,0.051538214,0.0060570836
Ston1,0.5266299,0.13421251,0.16397862,0.14609908,0.029079854
Gm10184,0.04562969,0.21318588,0.28403226,0.42537493,0.031777263
Mettl4,0.110725015,0.20472178,0.30618614,0.3739294,0.004437685
Gm1976,0.14791557,0.14982551,0.28744113,0.37620306,0.03861475
Gm20939,0.33156484,0.16936645,0.22371377,0.25187805,0.023476958
Crem,0.05361641,0.2955484,0.2805173,0.3500502,0.020267665
Gm6225,0.15313198,0.1293062,0.28165478,0.43051186,0.005395174
Cul2,0.17480746,0.240311,0.23765625,0.34618258,0.0010427237
